algorithm,k,inertia,n_clusters_found,silhouette_score,davies_bouldin_index,calinski_harabasz_score,used_sampling,sampling_strategy,original_size,sample_size
kmeans,2,203618.1875264338,2,0.15631450172425804,2.331392516771861,3545.9118292440185,True,random,253680,20000
kmeans,3,186273.11961391722,3,0.12234558670174887,2.387618629612538,2868.976712626573,True,random,253680,20000
kmeans,4,176139.5999716463,4,0.10161904038279154,2.4229573639210775,2406.051493018005,True,random,253680,20000
kmeans,5,168650.53296404937,5,0.10447478653449607,2.4046517239441902,2106.5483854049007,True,random,253680,20000
kmeans,6,161607.27366347716,6,0.09850605187586954,2.288332768291664,1932.8839479591015,True,random,253680,20000
kmeans,7,156291.42187500358,7,0.09310333762540175,2.2166498025458505,1778.7675635708647,True,random,253680,20000
kmeans,8,151758.63185065993,8,0.1005008261881462,2.3233122496283514,1655.4239917769796,True,random,253680,20000
kmeans,9,147503.92202608564,9,0.10031983631868892,2.2616273080506777,1562.2796679224477,True,random,253680,20000
kmeans,10,143797.03019974133,10,0.09569661896766696,2.222181342963772,1481.678669354563,True,random,253680,20000
